Resturant Name,Phone,Rate,Price,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating,Parking,Has Wifi
Zam Zam Middle Eastern Grill,(872) 802-3601,4_half,$,60657,IL,Chicago,3461 N Clark St,Yes,Yes,No,Street,No
Goosefoot,(773) 942-7547,4_half,$$$$,60625,IL,Chicago,2656 W Lawrence Ave,No,No,No,"Street, Private Lot",No
La Scarola,(312) 243-1740,4,$$,60610,IL,Chicago,721 W Grand Ave,No,Yes,No,Street,No
Asado Coffee,(773) 703-3658,4_half,$,60613,IL,Chicago,1432 W Irving Park Rd,No,Yes,No,Street,No
Nando’s Peri-Peri,(312) 488-3062,4,$$,60607,IL,Chicago,953 W Randolph St,No,Yes,Yes,Street,No
Galway Bay,(773) 348-3750,4_half,$,60657,IL,Chicago,500 W Diversey Pkwy,No,No,No,Street,No
Native Foods Cafe,(312) 332-6332,4_half,$$,60604,IL,Chicago,218 S Clark St,No,Yes,No,Street,No
New York Delicatessen,(773) 799-8642,4_half,$,60657,IL,Chicago,2921 N Clark St,Yes,Yes,No,Street,No
CRĪO Bar and Restaurant,(773) 525-2100,4_half,$$,60614,IL,Chicago,2506 N Clybourn Ave,No,Yes,No,"Street, Private Lot",No
Handlebar,(773) 384-9546,4,$$,60647,IL,Chicago,2311 W North Ave,No,Yes,Yes,Street,No
RPM Steak,(312) 284-4990,4,$$$$,60654,IL,Chicago,66 W. Kinzie St,Yes,Yes,Yes,"Valet, Garage, Street",No
Doc B’s Fresh Kitchen - River North,(312) 999-9300,4_half,$$,60611,IL,Chicago,55 E Grand Ave,Yes,Yes,Yes,Street,No
Sawada Coffee,(312) 754-0431,4_half,$$,60607,IL,Chicago,112 N Green St,No,Yes,No,Street,No
Carnitas Uruapan Restaurant,(312) 226-2654,4_half,$,60608,IL,Chicago,1725 W 18th St,No,Yes,No,Street,No
Batter & Berries,(773) 248-7710,4,$$,60614,IL,Chicago,2748 N Lincoln Ave,No,Yes,No,Street,No
Beatrix River North,(312) 284-1377,4,$$,60654,IL,Chicago,519 North Clark Street,No,Yes,Yes,"Valet, Street",No
Rangoli,(773) 697-7114,4,$$,60647,IL,Chicago,2421 W North Ave,Yes,Yes,No,Street,No
Snaggletooth,(773) 899-4711,4_half,$$,60657,IL,Chicago,2819 N Southport Ave,No,Yes,Yes,Street,No
Gilt Bar,(312) 464-9544,4,$$$,60654,IL,Chicago,230 W Kinzie St,No,No,Yes,"Valet, Garage, Street",No
Pequod’s Pizzeria,(773) 327-1512,4,$$,60614,IL,Chicago,2207 N Clybourn Av,Yes,Yes,No,Street,No
Conte Di Savoia,(312) 666-3471,4_half,$,60607,IL,Chicago,1438 W Taylor St,No,Yes,Yes,Street,No
Murphy’s Red Hots,(773) 935-2882,4_half,$,60657,IL,Chicago,1211 W Belmont Ave,Yes,Yes,Yes,"Street, Private Lot",No
Will’s Northwoods Inn,(773) 528-4400,4_half,$$,60657,IL,Chicago,3030 N Racine Ave,No,Yes,Yes,Street,No
Robert’s Pizza Company,(708) 536-4597,4_half,$$,60611,IL,Chicago,355 E Ohio St,No,Yes,No,Street,No
Masa Azul,(773) 687-0300,4_half,$$,60647,IL,Chicago,2901 W Diversey Ave,No,Yes,Yes,Street,No
HERO Coffee Bar,(331) 303-8511,4_half,$,60605,IL,Chicago,439 S Dearborn St,Yes,Yes,No,"Garage, Street, Private Lot",No
Kuma’s Corner,(773) 604-8769,4,$$,60618,IL,Chicago,2900 W Belmont Ave,No,Yes,Yes,Street,No
Quesadilla La Reyna del Sur,(773) 235-8807,4,$,60647,IL,Chicago,2235 N Western Ave,Yes,Yes,No,Street,No
Rich’s Deli,(773) 235-5263,4_half,$,60622,IL,Chicago,857 N Western Ave,No,Yes,No,Street,No
Falafel & Grill,(773) 292-8888,4,$,60622,IL,Chicago,1317 N Milwaukee Ave,Yes,Yes,No,Street,No
Runa Japanese,(773) 278-8887,4,$$,60647,IL,Chicago,2257 W North Ave,Yes,Yes,Yes,Street,No
Grandma J’s Local Kitchen,(312) 982-1630,4,$$,60651,IL,Chicago,1552 N Kedzie Ave,No,Yes,Yes,Street,No
Pastoral,(773) 472-4781,4_half,$$,60657,IL,Chicago,2945 N Broadway,Yes,Yes,Yes,Street,No
Smoque BBQ,(773) 545-7427,4_half,$$,60641,IL,Chicago,3800 N Pulaski Rd,No,Yes,Yes,Street,No
The Franklin Room,(312) 445-4686,4,$$,60654,IL,Chicago,675 N Franklin St,No,Yes,No,"Valet, Street",No
Lost Lake,(773) 293-6048,4,$$,60647,IL,Chicago,3154 W Diversey,No,No,No,Street,No
Smalls,(312) 857-4221,4_half,$$,60618,IL,Chicago,4009 N Albany,No,Yes,No,Street,No
Intelligentsia Coffee,(312) 920-9332,4,$$,60601,IL,Chicago,53 E Randolph St,No,Yes,Yes,Street,No
BIG & little’s Restaurant,(312) 943-0000,4,$$,60610,IL,Chicago,860 N Orleans St,Yes,Yes,Yes,"Street, Private Lot",No
Joe’s Wine Cellar,(773) 303-4884,4_half,$$,60622,IL,Chicago,2108 W Division St,No,Yes,Yes,Street,No
El Cubanito,(773) 235-2555,4_half,$,60639,IL,Chicago,2555 N Pulaski Rd,No,Yes,No,"Street, Private Lot",No
Middle East Bakery & Grocery,(312) 767-6387,4_half,$,60640,IL,Chicago,1512 W Foster Ave,No,Yes,No,Street,No
Beatrix Streeterville,(312) 642-0001,4_half,$$,60611,IL,Chicago,671 N St Clair,No,Yes,Yes,Garage,No
La Colombe Coffee,(312) 733-0707,4,$,60607,IL,Chicago,955 West Randolph St,No,Yes,No,Street,No
Naf Naf Grill,(312) 263-0019,4_half,$,60601,IL,Chicago,326 N Michigan Ave,No,Yes,No,Street,No
Shaw’s Crab House,(312) 527-2722,4,$$$,60611,IL,Chicago,21 E Hubbard St,No,Yes,No,Valet,No
Coffee Tree & Tea Leaves,(773) 871-7818,4_half,$$,60613,IL,Chicago,3752 N Broadway St,No,No,No,Street,No
Fuh,(773) 270-4418,4_half,$,60614,IL,Chicago,2218 N Lincoln Ave,Yes,Yes,No,Street,No
Mastro’s Steakhouse,(312) 521-5100,4,$$$$,60654,IL,Chicago,520 N Dearborn St,No,Yes,No,Valet,No
Cafe Vienna,(773) 244-9922,4,$,60614,IL,Chicago,2523 N Clark St,No,Yes,Yes,Street,No
Hi-Vibe Superfood Juicery,(312) 724-8423,4_half,$$,60654,IL,Chicago,160 W Kinzie St,Yes,Yes,No,"Garage, Street",No
Headquarters Beercade Lakeview,(773) 665-5660,4,$$,60657,IL,Chicago,2833 N. Sheffield,No,No,No,Street,No
Go Tavern and Liquors,(773) 227-4052,4_half,$,60647,IL,Chicago,3219 W Armitage Ave,No,No,No,Street,No
Somethin’ Sweet Donuts,(773) 237-7588,4_half,$,60639,IL,Chicago,5112 W Fullerton Ave,Yes,Yes,No,Street,No
Charlatan,(312) 818-2073,4,$$,60642,IL,Chicago,1329 W Chicago Ave,No,Yes,Yes,Street,No
Small Cheval,,4,$$,60647,IL,Chicago,1732 N Milwaukee Ave,No,Yes,Yes,Street,No
Portillo’s Hot Dogs &  Barnelli’s Salad Bowl,(312) 587-8910,4,$,60610,IL,Chicago,100 W Ontario St,No,Yes,Yes,Street,No
Pasta Palazzo,(773) 248-1400,4,$$,60614,IL,Chicago,1966 N Halsted St,No,Yes,No,Street,No
Firecakes,(312) 329-6500,4,$$,60654,IL,Chicago,68 W Hubbard St,No,Yes,Yes,Street,No
Peet’s Coffee,(312) 475-9782,4,$$,60622,IL,Chicago,1000 W North Ave,No,Yes,No,Private Lot,No
Kitchen 17,(773) 661-1757,4_half,$$,60657,IL,Chicago,613 W Briar Pl,Yes,Yes,No,Street,No
The Map Room,(773) 252-7636,4,$$,60647,IL,Chicago,1949 N Hoyne Ave,No,No,No,Street,No
Sinha Elegant Cuisine,(312) 491-8200,4_half,$$,60612,IL,Chicago,2018 W Adams,No,Yes,No,"Street, Private Lot",No
Tamale Spaceship,(312) 909-7009,4,$,60622,IL,Chicago,1341 N Damen Ave,No,Yes,Yes,Street,No
Palace Grill,(312) 226-9529,4,$,60607,IL,Chicago,1408 W Madison St,No,Yes,Yes,"Street, Private Lot",No
Gibsons Bar & Steakhouse,(312) 266-8999,4,$$$,60611,IL,Chicago,1028 N Rush St,No,Yes,Yes,Valet,No
Little Goat Diner,(312) 888-3455,4,$$,60607,IL,Chicago,820 W Randolph St,No,Yes,Yes,"Valet, Street",No
Archie’s Iowa &  Rockwell Tavern,(872) 206-5119,4,$,60622,IL,Chicago,2600 W Iowa St,No,No,No,Street,No
G & O,(312) 888-3367,4,$$,60642,IL,Chicago,459 W Ogden Ave,No,Yes,Yes,Street,No
Pars Cove Restaurant,(773) 549-1515,4_half,$$,60614,IL,Chicago,435 W Diversey Pkwy,Yes,Yes,Yes,Street,No
Xoco,(312) 661-1434,4,$$,60654,IL,Chicago,449 N Clark St,No,Yes,Yes,Street,No
Fontano Subs,(312) 421-4474,4_half,$,60607,IL,Chicago,1058 W Polk St,Yes,Yes,No,Street,No
Sumo Sushi and Hibachi,(773) 477-8510,4_half,$$,60657,IL,Chicago,2936 N Broadway St,Yes,Yes,No,Street,No
Lou Malnati’s Pizzeria,(773) 395-2400,4,$$,60622,IL,Chicago,1520 N Damen Ave,Yes,Yes,No,Street,No
Native Foods Cafe,(773) 489-8480,4,$$,60622,IL,Chicago,1484 N Milwaukee Ave,No,Yes,Yes,Street,No
Siena Tavern,(312) 595-1322,4,$$$,60654,IL,Chicago,51 W Kinzie St,No,Yes,Yes,"Valet, Street",No
Jim’s Original Hot Dog,(312) 733-7820,4,$,60607,IL,Chicago,1250 S Union Ave,No,Yes,No,Street,No
Earth’s Healing Cafe,(773) 728-0598,4_half,$$,60613,IL,Chicago,1942 W Montrose Ave,No,Yes,No,Street,No
Nohea Cafe,(312) 600-9305,4,$$,60607,IL,Chicago,1312 W Madison St,Yes,Yes,Yes,"Garage, Street",No
Taco &  Burrito Express #3,(773) 489-1830,4_half,$,60622,IL,Chicago,1547 N Ashland Ave,No,Yes,No,Street,No
Benny’s Chop House,(312) 626-2444,4,$$$$,60611,IL,Chicago,444 N Wabash Ave,No,Yes,No,"Valet, Street",No
90 Miles Cuban Café,(773) 227-2822,4,$$,60647,IL,Chicago,2540 W Armitage Ave,Yes,Yes,Yes,Street,No
RPM Italian,(312) 222-1888,4,$$$,60654,IL,Chicago,52 W Illinois St,Yes,Yes,No,Valet,No
Chicken Planet,(312) 360-1409,4_half,$,60605,IL,Chicago,177 W Van Buren St,No,Yes,No,Street,No
Coffee Slasticarna Drina,(773) 275-5568,5,$,60625,IL,Chicago,2501 W Lawrence Ave,No,Yes,No,Private Lot,No
The Publican,(312) 733-9555,4,$$$,60607,IL,Chicago,837 W Fulton Market,No,No,Yes,Street,No
The Den,(773) 975-9244,5,$$,60657,IL,Chicago,3208 N Halsted St,No,No,No,No,No
Wheat’s End Cafe,(773) 770-3527,4_half,$$,60657,IL,Chicago,2873 N Broadway St,No,Yes,No,Street,No
Wired Coffee House,(773) 661-6738,4_half,$,60657,IL,Chicago,3508 N Broadway,Yes,Yes,No,Street,No
Janik’s Cafe,(773) 276-7930,4,$,60622,IL,Chicago,2011 W Division St,Yes,Yes,Yes,Street,No
Podhalanka,(773) 486-6655,4,$$,60642,IL,Chicago,1549 W Division St,No,Yes,No,Street,No
The California Clipper,(773) 384-2547,4,$$,60622,IL,Chicago,1002 N California Ave,No,No,No,Street,No
Victory’s Banner,(773) 665-0227,4,$$,60618,IL,Chicago,2100 W Roscoe St,No,Yes,Yes,Street,No
Cassava,(773) 857-3039,4_half,$,60657,IL,Chicago,3338 N Clark St,Yes,Yes,No,Street,No
The Bongo Room,(773) 489-0690,4,$$,60622,IL,Chicago,1470 N Milwaukee Ave,No,Yes,No,Street,No
Birria Huentitan Restaurant,(773) 276-0768,4_half,$,60639,IL,Chicago,4019 W North Ave,No,Yes,No,Street,No
90 Miles Cuban Café,(773) 248-2822,4,$,60618,IL,Chicago,3101 N Clybourn Ave,Yes,Yes,Yes,"Street, Private Lot",No
Briciola,(773) 772-0889,4,$$,60622,IL,Chicago,937 N Damen,No,Yes,Yes,Street,No
Innertown Pub,(773) 235-9795,4,$,60622,IL,Chicago,1935 W Thomas St,No,No,No,Street,No
Schubas,(773) 525-2508,4,$$,60657,IL,Chicago,3159 N Southport Ave,Yes,Yes,Yes,"Street, Private Lot",No
Antique Taco,(773) 687-8697,4,$$,60622,IL,Chicago,1360 N Milwaukee Ave,No,Yes,Yes,Street,No
Chez Joel Bistro,(815) 768-3324,4_half,$$$,60607,IL,Chicago,1119 W Taylor St,No,Yes,Yes,"Valet, Street, Private Lot",No
Flo,(312) 243-0477,4,$$,60642,IL,Chicago,1434 W Chicago Ave,No,Yes,Yes,Street,No
The Chicago Diner,(773) 935-6696,4,$$,60657,IL,Chicago,3411 N Halsted St,No,Yes,Yes,Street,No
Iguana Café,(312) 432-0663,4,$,60642,IL,Chicago,517 N Halsted St,Yes,Yes,No,Street,No
Next,(312) 226-0858,4,$$$$,60607,IL,Chicago,953 W Fulton Market,No,No,No,Valet,No
GT Fish &  Oyster,(312) 929-3501,4,$$$,60654,IL,Chicago,531 N Wells St,Yes,Yes,Yes,Valet,No
Salvatore’s Restaurant,(773) 528-1200,4_half,$$$,60614,IL,Chicago,525 W Arlington Pl,No,Yes,Yes,Valet,No
Greentea Japanese Restaurant,(773) 883-8812,4,$$,60614,IL,Chicago,2206 N Clark St,Yes,Yes,No,Street,No
The Art of Pizza,(773) 327-5600,4,$,60657,IL,Chicago,3033 N Ashland Ave,Yes,Yes,No,Private Lot,No
Blaze Fast-Fire’d Pizza,(312) 454-6125,4_half,$,60661,IL,Chicago,24 S Clinton St,No,Yes,Yes,Street,No
Hot Dog Station,(773) 588-2580,4_half,$,60625,IL,Chicago,4742 N Kimball,No,Yes,No,Street,No
The Art of Chicken,(773) 697-9266,4,$,60647,IL,Chicago,2041 N Western Ave,Yes,Yes,Yes,Street,No
Prosecco,(312) 951-9500,4,$$$,60654,IL,Chicago,710 N Wells St,No,Yes,Yes,"Valet, Street",No
LYFE Kitchen,(312) 836-5933,4,$$,60654,IL,Chicago,413 North Clark St,No,Yes,Yes,"Garage, Street",No
River Valley Farmer’s Table,(872) 208-3267,4_half,$$,60640,IL,Chicago,1820 W Wilson Ave,Yes,Yes,Yes,Street,No
RL Restaurant,(312) 475-1100,4,$$$,60611,IL,Chicago,115 E Chicago Ave,No,No,Yes,Valet,No
Thai Aree House,(773) 725-6751,4_half,$$,60641,IL,Chicago,3592 N Milwaukee Ave,No,Yes,No,Street,No
The Bristol,(773) 862-5555,4,$$$,60647,IL,Chicago,2152 N Damen Ave,No,Yes,No,Street,No
Angel’s,(312) 666-7253,4,$$,60607,IL,Chicago,230 S Ashland Ave,Yes,Yes,Yes,Street,No
Pub Royale,(773) 661-6874,4,$$,60622,IL,Chicago,2049 W Division,Yes,Yes,Yes,Street,No
Paladar,(773) 252-4747,4,$$,60647,IL,Chicago,2252 N Western Ave,No,Yes,Yes,Street,No
Butcher & The Burger,(773) 697-3735,4,$$,60614,IL,Chicago,1021 W Armitage Ave,No,Yes,Yes,Street,No
Simply It,(773) 248-0884,4,$$,60614,IL,Chicago,2269 N Lincoln Ave,Yes,Yes,No,Street,No
Juno,(773) 935-2000,4,$$$,60614,IL,Chicago,2638 N Lincoln,No,No,No,Street,No
Nature Boardwalk at Lincoln Park Zoo,,5,,60611,IL,Chicago,South Pond  Lincoln Park Zoo,No,No,No,Garage,No
Glazed & Infused,(312) 226-5556,4,$,60614,IL,Chicago,939 W Armitage Ave,No,Yes,No,Street,No
Joong Boo Market,(773) 478-5566,4,$,60618,IL,Chicago,3333 N Kimball Ave,No,Yes,No,Private Lot,No
Chicago Pizza And Oven Grinder Company,(773) 248-2570,4,$$,60614,IL,Chicago,2121 N Clark St,No,Yes,No,Street,No
Haywood Tavern,(773) 661-1084,4_half,$$,60622,IL,Chicago,2759 W Augusta Blvd,No,No,Yes,No,No
Taqueria Moran,(773) 235-2663,4,$,60647,IL,Chicago,2226 N California Ave,No,Yes,No,Street,No
La Encantada,(773) 489-5026,4_half,$$,60647,IL,Chicago,3437 W North Ave,Yes,Yes,No,Street,No
Tandoor Char House,(773) 327-2652,4,$$,60614,IL,Chicago,2652 N Halsted St,Yes,Yes,No,"Garage, Street",No
Revolution Brewing,(773) 227-2739,4,$$,60647,IL,Chicago,2323 N Milwaukee Ave,No,Yes,No,Street,No
Grant Park Music Festival,(312) 742-7638,5,,60601,IL,Chicago,205 East Randolph St,No,No,No,No,No
Brindille,(312) 595-1616,4_half,$$$$,60654,IL,Chicago,534 N Clark St,No,No,No,Valet,No
Kasia’s Polish Delicatessen,(773) 486-7500,4,$,60622,IL,Chicago,2101 W Chicago Ave,No,Yes,No,Street,No
El Nuevo Mexicano,(773) 528-2131,4,$$,60657,IL,Chicago,2914 N Clark St,Yes,Yes,Yes,Street,No
Balena,(312) 867-3888,4,$$$,60614,IL,Chicago,1633 N Halsted St,Yes,Yes,No,Valet,No
The House Cafe,(773) 697-3410,5,$$,60657,IL,Chicago,3208 N Sheffield Ave,No,Yes,Yes,Street,No
Pizzeria Del Mercato,(312) 226-6898,4_half,$$,60607,IL,Chicago,1154 W Fulton Market,Yes,Yes,No,Street,No
The Big State,(312) 631-3914,4_half,$,60622,IL,Chicago,624 N Ashland Ave,Yes,Yes,No,Street,No
Kingston Mines,(773) 477-4646,4,$$,60614,IL,Chicago,2548 N Halsted St,No,No,No,Street,No
Three Dots and a Dash,(312) 610-4220,4,$$,60654,IL,Chicago,435 N Clark St,No,No,No,"Valet, Garage, Street",No
Bernice’s Tavern,(312) 813-3215,4_half,$,60608,IL,Chicago,3238 S Halsted St,No,No,No,Street,No
Vienna Beef Factory Store and Deli,(773) 435-2309,4,$,60647,IL,Chicago,2501 N Damen Ave,No,Yes,Yes,Private Lot,No
Dark Matter Coffee,(773) 697-8472,4,$$,60612,IL,Chicago,738 North Western Ave,No,Yes,Yes,Street,No
Quartino,(312) 698-5000,4,$$,60654,IL,Chicago,626 N State St,No,Yes,Yes,Valet,No
Aje Cafe,(773) 472-2233,4_half,$,60657,IL,Chicago,2942 N Clark St,No,Yes,No,Street,No
Hugo’s Frog Bar & Fish House,(312) 640-0999,4,$$$,60611,IL,Chicago,1024 N Rush St,No,Yes,Yes,Valet,No
Kai Sushi,(312) 583-0567,4_half,$$,60605,IL,Chicago,1255 S State St,Yes,Yes,Yes,Street,No
Lovely: A Bake Shop,(773) 572-4766,4,$,60642,IL,Chicago,1130 N Milwaukee Ave,No,Yes,Yes,Street,No
Taste of Lebanon Restaurant,(773) 334-1600,4_half,$,60640,IL,Chicago,1509 W Foster Ave,No,Yes,No,Street,No
Tony’s Burrito Mex,(773) 832-4896,4,$,60657,IL,Chicago,1957 W Belmont Ave,No,Yes,No,Street,No
6 Degrees,(773) 904-8812,4_half,$$,60647,IL,Chicago,1935 N Damen,No,No,No,Street,No
Donut Delight,(773) 227-2105,4_half,$,60647,IL,Chicago,1750 N California Ave,No,Yes,No,Street,No
Windy City Cafe,(312) 492-8010,4,$,60642,IL,Chicago,1062 W Chicago Ave,No,Yes,No,"Street, Private Lot",No
Lou Malnati’s Pizzeria,(312) 828-9800,4,$$,60654,IL,Chicago,439 N Wells St,Yes,Yes,Yes,Street,No
Moon’s Sandwich Shop,(312) 226-5094,4,$,60612,IL,Chicago,16 S Western Ave,Yes,Yes,No,Street,No
Nada Tea &  Coffee House,(773) 529-2239,4_half,$,60614,IL,Chicago,1552 W Fullerton Ave,No,Yes,No,Street,No
Rice’N Bread,(773) 281-4452,4_half,$,60657,IL,Chicago,3435 N Sheffield Ave,Yes,Yes,No,Street,No
Red June,(773) 227-2600,4,$,60647,IL,Chicago,2020 N Leavitt St,No,Yes,Yes,Street,No
Venezuelan Bowl Grill,(331) 318-0548,4_half,$$,60614,IL,Chicago,2436 N Lincoln Ave,Yes,Yes,No,Street,No
Taco Joint,(312) 951-2457,4,$$,60614,IL,Chicago,1969 N Halsted St,Yes,Yes,No,Street,No
Quenchers Saloon,(773) 276-9730,4,$$,60647,IL,Chicago,2401 N Western Ave,No,No,Yes,Street,No
Maggie Daley Park,(312) 742-3918,4_half,,60603,IL,Chicago,407-461 S Columbus Dr,No,No,No,Garage,No
Cafe Central,(312) 243-6776,4,$,60642,IL,Chicago,1437 W Chicago Ave,No,Yes,No,Street,No
Chicago q,(312) 642-1160,4,$$,60610,IL,Chicago,1160 N Dearborn St,No,Yes,Yes,"Valet, Street",No
Bob’s El Stop,(773) 698-8420,4_half,$,60657,IL,Chicago,947 W Wellington Ave,Yes,Yes,No,No,No
La Sirena Clandestina,(312) 226-5300,4,$$,60607,IL,Chicago,954 W Fulton Market,No,Yes,Yes,"Valet, Street",No
Green Tomato Cafe,(872) 588-3380,4_half,$,60623,IL,Chicago,3750 W Ogden Ave,No,Yes,Yes,"Street, Private Lot",No
Lou Malnati’s Pizzeria,(773) 832-4030,4,$$,60614,IL,Chicago,958 W Wrightwood Ave,Yes,Yes,Yes,Street,No
Humboldt Park,(312) 742-7549,4,,60622,IL,Chicago,1400 N Sacramento Ave,No,No,No,Street,No
Monti’s,(773) 942-6012,4_half,$$,60625,IL,Chicago,4757 N Talman Ave,No,Yes,No,Street,No
Mott St,(773) 687-9977,4,$$,60622,IL,Chicago,1401 N Ashland Ave,No,No,Yes,Street,No
La Colombe Coffee,(872) 829-3681,4_half,$,60622,IL,Chicago,1552 N Damen Ave,No,Yes,No,Street,No
The Artisan Cellar,(312) 527-5810,4_half,$,60654,IL,Chicago,222 Merchandise Mart Plz,No,Yes,Yes,Street,No
Lou Malnati’s Pizzeria,(312) 725-7777,4,$$,60610,IL,Chicago,1120 N State St,Yes,Yes,Yes,"Street, Validated",No
Milton Lee Olive Park,,4_half,,60611,IL,Chicago,500 N Lake Shore Dr,No,No,No,No,No
Maple & Ash,(312) 944-8888,4,$$$,60610,IL,Chicago,8 W Maple,No,Yes,Yes,"Valet,Street",No
Four Moon Tavern,(773) 929-6666,4,$$,60657,IL,Chicago,1847 W Roscoe St,No,Yes,Yes,Street,No
The Gage,(312) 372-4243,4,$$$,60603,IL,Chicago,24 S Michigan Ave,No,Yes,Yes,"Valet,Garage,Street",No
Bite Café,(773) 395-2483,4,$$,60622,IL,Chicago,1035 N Western Ave,No,Yes,No,Street,No
Meli Cafe &  Juice Bar,(312) 454-0748,4,$$,60661,IL,Chicago,301 S Halsted St,No,Yes,No,Street,No
Ameritalia,(312) 957-1310,4_half,$$,60605,IL,Chicago,1303 S Michigan Ave,Yes,Yes,No,Street,No
Takito Kitchen,(773) 687-9620,4,$$,60622,IL,Chicago,2013 W Division St,Yes,Yes,Yes,"Valet,Street",No
Lockdown Bar &  Grill,(773) 451-5625,4,$$,60622,IL,Chicago,1024 N Western Ave,Yes,Yes,Yes,"Street,Private Lot",No
Aloha Poke Co,,4_half,$$,60657,IL,Chicago,843 West Belmont Ave,No,Yes,No,No,No
Branko’s Sandwich Shop,(773) 472-4873,4_half,$,60614,IL,Chicago,1118 W Fullerton Ave,No,Yes,No,Street,No
The Roost Carolina Kitchen,(312) 261-5564,4,$,60613,IL,Chicago,1467 W Irving Park Rd,Yes,Yes,No,Street,No
Roy’s - Chicago,(312) 787-7599,4,$$$,60654,IL,Chicago,720 N State St,No,No,Yes,"Valet, Street",No
Volumes Bookcafe,(773) 697-8066,4_half,$$,60622,IL,Chicago,1474 N Milwaukee Ave,No,No,No,Street,No
Lawrence Fish Market,(773) 267-6838,4_half,$,60625,IL,Chicago,3914 W Lawrence Ave,No,Yes,No,Street,No
Mortar &  Pestle,(773) 857-2087,4_half,$$,60657,IL,Chicago,3108 N Broadway St,No,Yes,Yes,Street,No
Outdoor Grill,(773) 202-9980,4_half,$,60618,IL,Chicago,3265 N Milwaukee Ave,Yes,Yes,No,Private Lot,No
Dragon Lady Lounge,(872) 208-5322,4,$,60618,IL,Chicago,3188 N Elston Ave,No,Yes,No,Street,No
Two Zero Three,,4_half,$$,60601,IL,Chicago,203 North Wabash Avenue,No,Yes,No,No,No
Lush Wine and Spirits,(312) 666-6900,4,$$,60642,IL,Chicago,1412 W Chicago Ave,No,No,No,Street,No
Broken Shaker,(312) 940-3699,4,$$,60611,IL,Chicago,19 E Ohio St,No,No,No,No,No
Ground Control,(773) 772-9446,4,$$,60647,IL,Chicago,3315 W Armitage Ave,Yes,Yes,Yes,Street,No
Roka Akor - Chicago,(312) 477-7652,4,$$$,60654,IL,Chicago,456 N Clark St,No,Yes,Yes,Valet,No
Craft Pizza,(773) 442-7238,4,$$,60622,IL,Chicago,1252 N Damen Ave,Yes,Yes,Yes,Street,No
Gyu-Kaku Japanese BBQ,(312) 266-8929,4,$$,60611,IL,Chicago,210 E Ohio St,No,Yes,Yes,"Valet, Street",No
Copper Fox Gastropub,(312) 255-8505,4_half,$$,60611,IL,Chicago,155 East Ontario St,No,Yes,No,Garage,No
El Comalito,(773) 666-5558,4_half,$,60647,IL,Chicago,2234 N Western Ave,Yes,Yes,No,No,No
The Drinkingbird,(773) 472-9920,4,$$,60614,IL,Chicago,2201 N Clybourn Ave,No,Yes,Yes,Street,No
Volare Ristorante Italiano,(312) 410-9900,4,$$,60611,IL,Chicago,201 E Grand Ave,Yes,Yes,Yes,"Valet, Street",No
Same Day Cafe,(773) 342-7040,4_half,$$,60647,IL,Chicago,2651 N Kedzie Ave,No,Yes,Yes,Street,No
Over Easy Cafe,(773) 506-2605,4_half,$$,60625,IL,Chicago,4943 N Damen Ave,No,Yes,No,Street,No
Intelligentsia Coffee,(773) 348-8058,4,$$,60657,IL,Chicago,3123 N Broadway St,No,Yes,Yes,Street,No
Cassava Cafe,(312) 487-2888,4_half,$,60610,IL,Chicago,1211 N Lasalle Dr,No,Yes,No,Street,No
Billy Sunday,(773) 661-2485,4,$$,60647,IL,Chicago,3143 W Logan Blvd,No,No,Yes,Street,No
The Double An Urban Tavern,(773) 772-7000,4_half,$$,60647,IL,Chicago,3545 W Fullerton Ave,No,No,No,Street,No
Cafe Jumping Bean,(312) 455-0019,4_half,$,60608,IL,Chicago,1439 W 18th St,No,Yes,No,Street,No
The Library,(312) 464-9544,4_half,$$,60654,IL,Chicago,230 W Kinzie St,No,No,No,"Valet, Street",No
Feed,(773) 489-4600,4,$,60622,IL,Chicago,2803 W Chicago Ave,No,Yes,Yes,Street,No
West Town Pizza Shop,(773) 252-2299,4,$$,60647,IL,Chicago,2525 W North Ave,Yes,Yes,No,Street,No
Jimmy’s Red Hots,(773) 384-9513,4_half,$,60651,IL,Chicago,4000 W Grand Ave,No,Yes,No,"Street, Private Lot",No
LC Pho,(872) 208-7606,4_half,$,60625,IL,Chicago,2739 W Lawrence Ave,No,Yes,No,"Street, Private Lot",No
BIG &  little’s Restaurant,(773) 698-7777,4,$,60622,IL,Chicago,1310 N Milwaukee Ave,Yes,Yes,No,Street,No
Bullhead Cantina,(773) 772-8895,4,$$,60622,IL,Chicago,1143 N California,Yes,Yes,Yes,Street,No
The Dawson,(312) 243-8955,4,$$,60654,IL,Chicago,730 W Grand Ave,No,No,Yes,Valet,No
SmallBar,(773) 509-9888,4,$$,60618,IL,Chicago,2956 N Albany Ave,No,No,Yes,Street,No
Fremont Chicago,(312) 874-7270,4_half,$$,60654,IL,Chicago,15 W Illinois,No,Yes,Yes,Street,No
Rite Liquors,(773) 486-6257,4_half,$,60622,IL,Chicago,1649 W Division St,No,No,No,Street,No
Sono Wood Fired,(312) 255-1122,4,$$,60642,IL,Chicago,1582 N Clybourn Ave,Yes,Yes,No,"Valet, Street",No
Swift &  Sons,(312) 733-9420,4,$$$$,60607,IL,Chicago,1000 W Fulton Market,No,No,No,Valet,No
